psmiles,value
*c1cc2c(C(=O)N(C2=O)c2c(c(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1,1.418
*SCCCCCCC(=O)NCc1ccc(cc1)CNC(=O)CCCCCC*,1.157
*OC(=O)CC*,1.400666667
*Oc1c(cc(cc1c1ccccc1)*)c1ccccc1,1.221
*OC(C(*)C)C,1.081
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)*)cc1,1.455
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1,1.42505
*/C=C/CC*,0.990132308
*OC(=O)CCCCCCCC(=O)OCCCCCC*,1.0312
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)C)cc1,1.39635
*OC(=O)CCCCC(=O)OCCCCCCCCCC*,1.087
*Oc1c(cc(cc1)C(=O)*)CCCCCCCCCCCCCCCCCC,1.155
*Oc1ccc(cc1)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)*,1.184
*c1nc(nc(n1)Oc1c2c(ccc1C(=O)OCCOC(=O)c1c(c3c(cc1)cccc3)O*)cccc2)N1CCCCC1,1.119
*NC(C(=O)*)CCC(=O)NCCCO,1.15
*c1c(cc(c(c1)[N+](=O)[O-])C#Cc1c(cc(c(c1)C#C*)OCCOCCOC)OCCOCCOC)N,1.123
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(c1ccccc1)C,1.2289
*Nc1ccc(cc1)C(=O)c1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)*,1.3225
*OC(C*)C[N-][N+]#N,1.29
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)OCCOC(=O)*)cc1,1.38
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)*)OC)OC)cc1,1.321
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N(CCN(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C)cc1,1.3802
*C1C(CC(C1)C=C*)[Si](C)(C)C,0.919
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,1.35
*C(C(CC*)Cl)Cl,1.456666667
*N1C(=O)c2c(C1=O)c(ccc2)Oc1c(cc(c(c1)C(C)(C)C)Oc1c2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)ccc1)C(C)(C)C,1.182
*NC(CC(=O)*)(C)C,1.11
*NC(=O)CCCCC(=O)NCCCCCCC*,1.1135
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C=CC(=O)Nc2cc(ccc2)NC(=O)*)cc1,1.25
*/C=C/*,1.145416667
*C(C*)CCC(C)C,0.853333333
*/C=C/C(C*)C,0.955
*Sc1ccc(cc1)c1ccc(cc1)SC(=O)c1cc(ccc1)C(=O)*,1.335
*Nc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)*,1.36
*NC(C(=O)*)Cc1ccc(cc1)OC(=O)OCc1ccccc1,1.19
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc(ccc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)*)cc1)(C)C,1.282
*C(C*)OCCCCCCCCCCCC,0.892
*NC(=O)CCCC*,1.23
*Nc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.2408
*C(C*)C(=O)n1c2ccccc2c2ccccc12,1.3235
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCCCCCCCC*)cc1,1.23
*C(C*)C(=O)OC1CCCCCCCCCCC1,1.05
*Oc1cc(c(c(c1)Br)C(c1c(cc(cc1Br)Oc1nc(ncn1)*)Br)(C)C)Br,1.18
*OCOCCCCCC*,1.13
*c1nc(nc(n1)Oc1c(cccc1)C(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1c(cccc1)O*)N1CCOCC1,1.294
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,1.222666667
*C1C(C(C(C1)C=C*)(F)F)(C(F)(F)F)C(F)(F)F,1.568
*OC(C*)CCl,1.3765625
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)c2ccc(cc2)*)cc1,1.368
*Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1c(cc(cc1C)Cc1cc(c(c(c1)C(C)C)NC(=O)c1ccc(cc1)*)C)C(C)C)C(C)(C)C,1.063
*c1ccc(cc1)*,1.33
*N1C(=O)c2c(C1=O)cc(cc2)Sc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,1.383
*NC(=O)Cc1ccc(cc1)CC(=O)NCCCCCCCCCCCCCCCCCC*,1.036
*OCC(C*)(C[N-][N+]#N)C[N-][N+]#N,1.166666667
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C(C)(C)C)C(C)(C)C)cc1,1.21
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCC,1.004
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C(c2ccc(cc2)NC(=O)*)(C(F)(F)F)C(F)(F)F)C)C)cc1,1.31
*O[Si](O[Si](O[Si](*)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccc(cc1)C)c1ccccc1,1.17
*c1cc2c(C(=O)N(C2=O)c2ccc3Cc4c(-c3c2)cc(cc4)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.423
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)*)(C)C)cc1,1.298
*c1cc2C(c3c(-c2cc1)ccc(c3)*)(CCCCCCCC)CCCCCCCC,0.88
*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)C(=O)Nc2ccc(cc2)C(c2ccc(cc2)NC(=O)*)(C(F)(F)F)C(F)(F)F)C)cc1,1.395
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.414
*Sc1ccc(cc1)c1ccc(cc1)SC(=O)CCCCCCCCC(=O)*,1.263
*C(C*)(Cl)Cl,1.831771429
*Oc1cc(ccc1)OC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.13
*C(=C(*)C)[Ge](C)(C)C,1.166666667
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)*)C)C)cc1,1.241
*NC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCCCC*,0.999
*C(C*)c1ccncc1,1.134133333
*C#CC(=C(*)COS(=O)(=O)c1ccc(cc1)C)COS(=O)(=O)c1ccc(cc1)C,1.492
*c1cc2c(C(=O)N(C2=O)c2cc(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.512
*C(C*)(c1ccc(cc1)OC(=O)CC)OC(=O)C,1.238
*OC(=O)c1cc2c(C(CC2(c2ccc(cc2)C(=O)OCC*)C)(C)C)cc1,1.19
*N=P(*)(Oc1ccc(cc1)F)Oc1ccc(cc1)F,1.455
*OC(CC(=O)*)C(Cl)Cl,1.74
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCC(=O)*,1.204
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O)*)c1ccccc1,1.313
*C(C*)C(=O)OCCC(OC)C,1.1587
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)C(=O)OCCCCCCCCCCCCCCCCCC)c2c(cc(cc2Br)*)C(=O)OCCCCCCCCCCCCCCCCCC)Br)cc1,1.145
*OC(=O)c1cc(ccc1)C(=O)OCCOCC*,1.3241
*c1nc(nc(n1)Oc1c2c(ccc1C(=O)Oc1c3C(=O)c4c(C(=O)c3ccc1)c(ccc4)OC(=O)c1c(c3c(cc1)cccc3)O*)cccc2)N1CCCCC1,1.176
*c1nc(nc(n1)Oc1cc2c(cc1C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1cc3c(cc1O*)cccc3)cccc2)Nc1cc2c(cc1)cccc2,1.16
*NC(=O)C(C(=O)NCCCCCC*)CCCCCCCCCCCCCC,0.993
*Nc1cc(ccc1)C=CC(=O)C=Cc1cc(ccc1)NC(=O)CCCCC(=O)*,1.19
*OC(=O)CCCCCCCCC(=O)OCCCCCC*,1.0686
*C1C2C3C(C=CC3)C(C1*)C2,1.03
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1cc(c(c(c1)C)c1c(cc(cc1C)*)C)C,1.323
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,1.37
*SCCCCCCCCC(=O)NCc1ccc(cc1)CNC(=O)CCCCCCCC*,1.127
*SCCCCCCCCC(=O)NCCc1ccc(cc1)CCNC(=O)CCCCCCCC*,1.106
*Nc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)*,1.246
*NC(=O)CCc1ccc(cc1)CCC(=O)NCCCCCCCC*,1.151
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCC*,1.423
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,1.5125
*C(C*)OC(=O)c1cnccc1,1.296
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(c(c1)C)C(c1c(cc(c(c1)C(C)C)*)C)c1c(cccc1)C(=O)O)C(C)C,1.17
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCC(=O)*,1.253
*N1C(CC(C1)O)C(=O)*,1.4
*c1sc(cc1CCCCCCCC)c1sc(c(c1)CCCCCCCC)c1sc(cc1)*,1.04
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)C(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)(C)C)(C)C)cc1,1.27
*NC(=O)CCCCCCCCC*,1.0562
*OC(C*)CS(=O)(=O)C(C)C,1.291
*Oc1cc(ccc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.32
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,1.401
*[Si](*)(c1ccccc1)c1ccccc1,1.309
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.375
*Oc1c(cc(cc1)C1(CCCCC1)c1cc(c(cc1)OC(=O)*)C)C,1.22
*C(C*)C(=O)SC(CC)C,1.379
*N1C(CCC1)C(=O)NCC(=O)NCC(=O)*,1.37
*C(C*)c1ccc(cc1)OC(C)(C)C,1
*c1oc(nn1)CCCCCCCCCC*,1.22
*C(C*)c1ccc(cc1)Cl,1.194166667
*C(C*)(C(=O)OC)Cl,1.49
*OS(=O)(=O)c1c(ccc(c1)S(=O)(=O)Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1)*)C,1.353
*C(C*)(CC(=O)OCCCC)C(=O)OCCCC,1.1
*OC(*)C,1.14
*N1C(=O)c2c(C1=O)c(ccc2)Oc1c(cc(cc1C)Cc1cc(c(c(c1)C)Oc1c2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)ccc1)C)C,1.226
*C(C*)(C(=O)OCCO)C,1.25
*C(C*)N1C(=O)CCC1,1.094541667
*OC(C*)C(C)C,1.07
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1)C1(CCCCC1)c1cc(c(cc1)*)C)C,1.227
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,1.434
*Oc1cc2c(cc1)cc(cc2)OC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.26
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)*)cc1)(C)C,1.272636364
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)c1c(cccc1)C(=O)O,1.314
*Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)*)(C(F)(F)F)C(F)(F)F,1.30065
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCCCCCC*)cc1,1.25
*Oc1c(cc(cc1)C1(CCCCC1)c1cc(c(cc1)OC(=O)*)Cl)Cl,1.29
*c1ccc(cc1)/C=C/c1c(cc(c(c1)CCCCCCCCC)/C=C/*)CCCCCCCCC,0.99
*Oc1c(cc(cc1)C(=O)*)CCCCCCCCCC,1.155
*OCCCCCC*,1.008333333
*[Si](*)(C)C,0.971
*C(C*)(C(=O)OCCO[N+](=O)[O-])C,1.418
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,1.43
*OC(C*)CS(=O)(=O)CCC,1.292
*c1sc(cc1C=Cc1ccccc1)c1sc(c(c1)OCCCCCCCCCC)c1sc(cc1OCCCCCCCCCC)*,0.23
*Oc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.376
*C(C*)OC(C)C,0.926333333
*Oc1c(c2c(cc1)cc(cc2)C(=O)*)c1ccccc1,1.3
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OC(COc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)cc1,1.4006
*C(=CCC*)CCC,0.95
*NCC*,1.1525
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCC(=O)*,1.224
*NC(=O)CCCCCCCCCCCCCCCC(=O)NCc1ccc(cc1)C*,1.08
*NC(C(=O)*)CCC(=O)OC,1.319357143
*/C(=C/CC*)/Cl,1.251
*NNC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)NNC(=O)c1ccc(cc1)C(=O)*,1.51
*NC(=O)c1ccc(cc1)C(=O)NCCCCCCCCCCCCCCCCCC*,1.067
*OC(=O)c1c2c(c(cc1)C(=O)OCC*)cccc2,1.36
*OC(=O)NCCCCNC(=O)OCCCCCC*,1.1925
*OC(=O)CCCCCCCCCCCCCCCCC(=O)OCCC*,1.0595
*Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)*,1.46
*N1C(=O)c2c(C1=O)cc(cc2)C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)C*,1.329
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)c1ccc(cc1)*,1.487215
*c1nc(nc(n1)Oc1cc2c(cc1)cc(cc2)C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc2c(cc1)cc(cc2)O*)(C)C)N1CCN(CC1)C,1.144
*C(C*)C(=O)OCC(C)C,1.0335
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)*)C)cc1,1.38374
*C=CCCC*,0.86
*NC(C(=O)*)CCC(=O)OCCCCC,1.11
*C(C*)C=C(C)C,0.86
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)*)cc1,1.38
*c1oc2cc3c(cc2n1)nc(o3)c1ccc(cc1)*,1.642
*NC(=O)C(C*)(CC)C,1.133
*N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)*)ccc1)(C(F)(F)F)C(F)(F)F,1.348
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.389025
*C1C(=O)OC(=O)C1C(C*)c1ccccc1,1.286
*C1C(=O)N(C(=O)C1C(C*)c1ccccc1)CCCCCCCCCCCCCCCCCC,1.016
*C1CC2CC(CC(C1)O2)OC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)O*,1.259
*OC(=O)CCCCCCCCC(=O)OCCC*,1.215
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)*)cc1,1.414
*Oc1cc2c(cc1)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.32
*SCCC*,1.182857143
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)*)(C)C,1.128
*C=C*,1.16
*NC(=O)CC(CCC(=O)NCCCCCC*)C,1.094
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCCOCCOCCOCC*,1.25
*Oc1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,1.44
*c1nc2c(c(c1)c1ccc(cc1)Oc1ccc(cc1)c1cc(nc3c1cccc3)c1ccc(cc1)Oc1ccc(cc1)*)cccc2,1.3
*Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)[N+](=O)[O-])[N+](=O)[O-],1.353
*NC(=O)Cc1ccc(cc1)CC(=O)NCCCCCCCCCC*,1.13
*/C=C/C(C*)CC,0.97
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)*)C)C)cc1,1.266
*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)c2cc(c(cc2)NC(=O)*)C)C)cc1,1.306
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)*)(C)C)cc1,1.28424
*NC(=O)CCCCCC*,1.1281
*C(C*)(C(=O)OCc1c(cc(cc1)Cl)Cl)C,1.543
*C(C*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,1.21
*OC(=O)CCCCCC*,1.076
*Oc1ccc(cc1)NC(=O)c1cc2c(cc1)cc(cc2)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,1.63
*N=P(*)(Oc1ccc(cc1)C)Oc1ccc(cc1)C,1.287
*NC(=O)CCCCCCCCCCC(=O)NCCCCCCCCCC*,1.1985
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*)c1c(cccc1)C(=O)O,1.153
*NC(=O)CCCCC*,1.144707576
*OC(C*)CCCC,0.9475
*=C=C=C(C(=*)CO)CO,1.2268
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.4373
*C(C*)(C(=O)OCC)C,1.105642857
*NC(=O)CCCCCCCCCCCC*,1.029
*Oc1ccc(cc1)OC(=O)c1cc(cc(c1)OCCCCCCCCCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)*,1.525
*Oc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)*)C)(C(F)(F)F)C(F)(F)F)C)[Si](C)(C)C)[Si](C)(C)C,1.2
*NC(=O)c1ccc(cc1)C(=O)NCCCCCCCCCCCCCC*,1.115
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Sc1ccc(cc1)*,1.44384
*C(C*)(C(=O)OCCOCCOCCO)C,1.24
*Oc1ccc(cc1)C(c1ccc(cc1)Oc1nc(ncn1)*)(C)C,1.15
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C(F)(F)F)C(F)(F)F,1.4785
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)*)cc1,1.4
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,1.478
*C*,0.925379293
*C(C(CCCCCCCCCC*)Cl)Cl,1.1
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)SCCCSC(=O)*)(C)C,1.255
*OCC*,1.168559841
*S(=O)(=O)CCCCCC*,1.29
*c1nc(nc(n1)Oc1c2c(ccc1C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(c3c(cc1)cccc3)O*)(C)C)cccc2)N1CCCCC1,1.155
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)OC(=O)*)cc1,1.466666667
*C(C*)(C(=O)OCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC)C,1.17
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC(COc1c(cc(cc1C)C(c1cc(c(c(c1)C)OCC(C*)O)C)(C)C)C)O,1.277
*NNC(=O)c1cc(ccc1)C(=O)*,1.443
*c1oc(cc1)C(=O)OCCOC(=O)*,1.442083333
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C(F)(F)F)C(F)(F)F,1.429
*NC(C(=O)*)CCC(=O)O,1.42
*C(C*)c1ccc(cc1)Br,1.408
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OCC(COc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)(C)C)cc1,1.353
*/C=C\*,1.1621
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)Oc1ccc(cc1)*)C)c1c2c(ccc1)cccc2)C,1.2684
*NC(=O)CCC(=O)NCCCCCCCC*,1.21
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,1.4635
*C(C*)C(=O)N(c1ccc(cc1)Br)O,1.48
*C(C*)C(=O)OCC(O)C,1.184
*NC(=O)CCNC(=O)CCCCCCNC(=O)CCCC*,1.28
*N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)*)C(F)(F)F)C(F)(F)F)cc1,1.493333333
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)*)C)C)cc1)(C)C,1.19
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,1.4048975
*C(C*)C(=O)OCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC,1.157
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CC(=O)Nc1ccc(cc1)C1(c2ccccc2-c2ccccc12)c1ccc(cc1)NC(=O)C*,1.2864
*Oc1cc(ccc1)S(=O)(=O)c1ccc(cc1)*,1.3851
*C(C*)OCC(C)(C)C,0.91
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1c(c(c(c(c1C)C)*)C)C,1.3819
*C1(c2c(C(=O)O1)cccc2)c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1c(cc(cc1)*)C)C,1.251
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,1.41893
*c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)C)C)cc1,1.351654545
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCC*,1.320666667
*S(=O)(=O)c1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)*)S(=O)(=O)O)S(=O)(=O)O,1.75
*Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)*)C)(C)C)C,1.082112
*OC(=O)c1cc(ccc1)C(=O)OCC*,1.375657143
*C(C*)C1CCCCC1,0.948433333
*C(C*)[Si](O[SiH](C)C)(C)C,0.90732
*c1cc2c(C(=O)N(C2=O)c2c3c(ccc2)c(ccc3)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(c(cc(c2)C(c2cc(c(c(c2)NC(=O)*)C)C)(C(F)(F)F)C(F)(F)F)C)C)cc1,1.353
*Oc1cc(c(cc1)CCc1ccc(cc1)OCCCCCCCCCCC*)C,1.3
*c1scc(c1)*,1.35
*C(C*)C(=O)N(c1ccc(cc1)I)O,1.55
*C(=C(*)C)C(C)C,0.84
*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(c2cc(c(cc2)OC(=O)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(=O)C)cc1,1.435
